iter	Passed	Remaining
526	35539	31897
527	35581	31807
528	35621	31715
529	35665	31627
530	35718	31547
531	35760	31458
532	35813	31378
533	35875	31307
534	35937	31235
535	36039	31198
536	36137	31157
537	36312	31183
538	36393	31126
539	36441	31043
540	36481	30951
541	36527	30866
542	36595	30799
543	36642	30715
544	36687	30628
545	36727	30538
546	36771	30452
547	36815	30365
548	36870	30288
549	36937	30221
550	37006	30156
551	37086	30098
552	37157	30034
553	37224	29967
554	37291	29900
555	37349	29825
556	37407	29751
557	37460	29672
558	37507	29589
559	37570	29519
560	37621	29439
561	37681	29367
562	37735	29290
563	37790	29214
564	37833	29128
565	37874	29041
566	37918	28956
567	37973	28881
568	38030	28806
569	38071	28720
570	38120	28640
571	38171	28561
572	38231	28489
573	38294	28420
574	38355	28349
575	38409	28273
576	38485	28213
577	38547	28143
578	38585	28056
579	38635	27977
580	38675	27891
581	38732	27818
582	38805	27756
583	38879	27694
584	38950	27631
585	39002	27554
586	39051	27475
587	39099	27396
588	39157	27323
589	39215	27251
590	39280	27184
591	39322	27100
592	39380	27028
593	39424	26946
594	39464	26862
595	39519	26788
596	39564	26707
597	39612	26629
598	39683	26565
599	39748	26498
600	39796	26420
601	39858	26351
602	39906	26273
603	39963	26201
604	40006	26119
605	40048	26038
606	40096	25960
607	40145	25883
608	40204	25812
609	40261	25741
610	40319	25670
611	40383	25602
612	40434	25527
613	40493	25456
614	40534	25375
615	40575	25293
616	40614	25210
617	40673	25141
618	40735	25072
619	40790	25000
620	40843	24926
621	40892	24851
622	40950	24780
623	40998	24704
624	41051	24631
625	41094	24551
626	41147	24478
627	41216	24414
628	41290	24354
629	41349	24284
630	41406	24213
631	41462	24142
632	41516	24070
633	41571	23998
634	41639	23934
635	41706	23869
636	41771	23804
637	41820	23728
638	41887	23664
639	41951	23597
640	42011	23528
641	42073	23461
642	42141	23397
643	42192	23323
644	42241	23249
645	42299	23179
646	42352	23107
647	42410	23037
648	42464	22966
649	42516	22893
650	42574	22824
651	42670	22774
652	42743	22713
653	42825	22656
654	42886	22589
655	42953	22524
656	43015	22457
657	43086	22394
658	43139	22322
659	43181	22244
660	43248	22180
661	43305	22110
662	43367	22043
663	43424	21973
664	43473	21900
665	43524	21827
666	43579	21756
667	43641	21690
668	43700	21621
669	43759	21553
670	43825	21488
671	43881	21418
672	43925	21342
673	43965	21265
674	44018	21194
675	44072	21123
676	44125	21052
677	44182	20983
678	44237	20913
679	44286	20840
680	44337	20769
681	44390	20698
682	44445	20628
683	44500	20558
684	44567	20494
685	44640	20433
686	44696	20363
687	44758	20297
688	44809	20225
689	44850	20150
690	44900	20078
691	44957	20009
692	45000	19935
693	45061	19868
694	45121	19801
695	45180	19733
696	45228	19661
697	45285	19593
698	45350	19528
699	45413	19462
700	45473	19396
701	45533	19329
702	45589	19260
703	45649	19193
704	45709	19126
705	45764	19057
706	45816	18987
707	45862	18915
708	45919	18846
709	45966	18775
710	46013	18703
711	46078	18638
712	46121	18565
713	46171	18494
714	46216	18422
715	46262	18349
716	46305	18276
717	46350	18204
718	46397	18133
719	46448	18063
720	46486	17988
721	46533	17917
722	46585	17848
723	46630	17776
724	46676	17704
725	46722	17633
726	46765	17561
727	46809	17489
728	46846	17414
729	46886	17341
730	46940	17273
731	46991	17204
732	47039	17134
733	47094	17067
734	47142	16996
735	47201	16930
736	47254	16862
737	47303	16793
738	47355	16724
739	47418	16660
740	47472	16592
741	47527	16525
742	47597	16463
743	47662	16399
744	47733	16338
745	47796	16273
746	47854	16207
747	47912	16141
748	47956	16070
749	47995	15998
750	48041	15928
751	48080	15856
752	48131	15788
753	48174	15717
754	48214	15645
755	48256	15574
756	48303	15505
757	48344	15434
758	48395	15366
759	48444	15298
760	48488	15228
761	48533	15158
762	48587	15092
763	48628	15021
764	48664	14949
765	48702	14877
766	48743	14807
767	48788	14738
768	48831	14668
769	48876	14599
770	48919	14529
771	48959	14459
772	49009	14392
773	49054	14323
774	49097	14254
775	49139	14184
776	49191	14117
777	49233	14048
778	49309	13989
779	49352	13919
780	49397	13851
781	49435	13781
782	49475	13711
783	49512	13641
784	49564	13574
785	49606	13506
786	49648	13437
787	49687	13367
788	49727	13298
789	49768	13229
790	49808	13160
791	49852	13092
792	49901	13026
793	49953	12960
794	50001	12893
795	50040	12824
796	50086	12757
797	50126	12688
798	50177	12622
799	50218	12554
800	50267	12488
801	50313	12421
802	50360	12354
803	50406	12288
804	50452	12221
805	50495	12153
806	50537	12086
807	50581	12019
808	50628	11953
809	50670	11885
810	50713	11818
811	50755	11751
812	50794	11683
813	50836	11616
814	50879	11549
815	50935	11485
816	50980	11419
817	51038	11355
818	51093	11291
819	51144	11226
820	51208	11164
821	51256	11099
822	51315	11036
823	51374	10973
824	51419	10907
825	51466	10841
826	51511	10775
827	51551	10708
828	51595	10642
829	51641	10577
830	51686	10511
831	51729	10445
832	51771	10379
833	51826	10315
834	51871	10250
835	51916	10184
836	51960	10119
837	52002	10052
838	52043	9986
839	52079	9919
840	52123	9854
841	52166	9789
842	52208	9723
843	52254	9658
844	52313	9596
845	52361	9531
846	52409	9467
847	52459	9403
848	52497	9337
849	52534	9270
850	52579	9205
851	52626	9141
852	52672	9077
853	52718	9012
854	52773	8949
855	52827	8886
856	52879	8823
857	52936	8761
858	52982	8696
859	53049	8635
860	53099	8572
861	53157	8510
862	53198	8445
863	53240	8380
864	53297	8318
865	53360	8256
866	53425	8195
867	53469	8131
868	53526	8068
869	53571	8004
870	53627	7942
871	53684	7880
872	53728	7816
873	53774	7752
874	53820	7688
875	53873	7625
876	53924	7562
877	53963	7498
878	54012	7435
879	54061	7372
880	54113	7309
881	54171	7247
882	54225	7184
883	54281	7122
884	54335	7060
885	54389	6998
886	54436	6935
887	54475	6870
888	54514	6806
889	54551	6742
890	54599	6679
891	54647	6616
892	54704	6554
893	54764	6493
894	54813	6430
895	54879	6369
896	54940	6308
897	54990	6246
898	55038	6183
899	55097	6121
900	55149	6059
901	55210	5998
902	55258	5935
903	55321	5874
904	55390	5814
905	55470	5755
906	55530	5693
907	55587	5632
908	55643	5570
909	55715	5510
910	55779	5449
911	55831	5387
912	55892	5325
913	55954	5264
914	56013	5203
915	56069	5141
916	56134	5080
917	56198	5019
918	56261	4958
919	56313	4896
920	56363	4834
921	56413	4772
922	56478	4711
923	56540	4650
924	56593	4588
925	56654	4527
926	56722	4466
927	56788	4406
928	56842	4344
929	56901	4282
930	56938	4219
931	56975	4156
932	57014	4094
933	57065	4032
934	57107	3970
935	57144	3907
936	57181	3844
937	57229	3782
938	57290	3721
939	57339	3659
940	57390	3598
941	57439	3536
942	57477	3474
943	57532	3412
944	57579	3351
945	57626	3289
946	57675	3227
947	57718	3166
948	57763	3104
949	57822	3043
950	57874	2981
951	57934	2921
952	57982	2859
953	58042	2798
954	58090	2737
955	58147	2676
956	58207	2615
957	58247	2553
958	58289	2492
959	58345	2431
960	58391	2369
961	58452	2308
962	58504	2247
963	58543	2186
964	58593	2125
965	58635	2063
966	58677	2002
967	58711	1940
968	58750	1879
969	58787	1818
970	58827	1756
971	58865	1695
972	58901	1634
973	58941	1573
974	58980	1512
975	59039	1451
976	59099	1391
977	59159	1330
978	59217	1270
979	59265	1209
980	59313	1148
981	59361	1088
982	59419	1027
983	59472	967
984	59521	906
985	59570	845
986	59611	785
987	59654	724
988	59695	663
989	59735	603
990	59772	542
991	59813	482
992	59856	421
993	59898	361
994	59946	301
995	59994	240
996	60039	180
997	60083	120
998	60134	60
999	60177	0
