iter	Logloss
194	0.1024513636
195	0.102448164
196	0.1024434579
197	0.1024397274
198	0.1024375188
199	0.1024338794
200	0.1024346415
201	0.1024287736
202	0.1024264805
203	0.1024280826
204	0.1024256608
205	0.1024253831
206	0.1024242566
207	0.1024230301
208	0.1024222102
209	0.102414909
210	0.1024140802
211	0.1024128249
212	0.1024110696
213	0.1024115406
214	0.1024092343
215	0.1024073257
216	0.1024068212
217	0.1024044284
218	0.1024027174
219	0.1024007733
220	0.1023993424
221	0.1023982181
222	0.1023970428
223	0.1023964006
224	0.1023941542
225	0.1023933855
226	0.1023932721
227	0.1023913478
228	0.1023897281
229	0.102388506
230	0.1023873107
231	0.1023877773
232	0.1023894059
233	0.1023894725
234	0.1023883838
235	0.1023877394
236	0.1023825447
237	0.1023838112
238	0.1023806517
239	0.1023802785
240	0.1023781388
241	0.1023741528
242	0.1023737017
243	0.1023672849
244	0.1023688691
245	0.1023674494
246	0.1023653963
247	0.1023652984
248	0.1023599904
249	0.1023568376
250	0.1023587639
251	0.1023579596
252	0.1023574397
253	0.1023575797
254	0.1023523316
255	0.1023510318
256	0.1023502631
257	0.1023505941
258	0.1023484656
259	0.1023480346
260	0.1023521273
261	0.1023445996
262	0.1023430531
263	0.102343402
264	0.1023434464
265	0.1023423821
266	0.1023411046
267	0.1023455061
268	0.1023442862
269	0.1023434686
270	0.1023427731
271	0.1023418954
272	0.1023396313
273	0.1023396424
274	0.1023389603
275	0.1023384915
276	0.1023370939
277	0.102336054
278	0.102336374
279	0.1023351075
280	0.1023338633
281	0.1023330345
282	0.1023324946
283	0.1023321702
284	0.1023265555
285	0.1023252801
286	0.1023258045
287	0.1023258289
288	0.1023257911
289	0.102324909
290	0.1023241092
291	0.1023235381
292	0.1023196054
293	0.1023195076
294	0.1023195076
295	0.1023189456
296	0.1023180146
297	0.1023169392
298	0.1023179879
299	0.1023177213
300	0.1023165126
301	0.1023158726
302	0.1023129643
303	0.1023135797
304	0.102311751
305	0.1023105113
306	0.1023099914
307	0.102306763
308	0.1023067563
309	0.1023063253
310	0.1023057387
311	0.102306132
312	0.1023058143
313	0.1023051877
314	0.1023042367
315	0.1023030925
316	0.1023017838
317	0.1023009684
318	0.1023003151
319	0.1022997685
320	0.1022987753
321	0.1023016949
322	0.1023009839
323	0.102301806
324	0.1022991331
325	0.102299313
326	0.1022989264
327	0.1022989375
328	0.1022979022
329	0.1022978778
330	0.1022973245
331	0.102296989
332	0.1022932184
333	0.102292754
334	0.1022927918
335	0.1022915121
336	0.1022913499
337	0.1022910455
338	0.1022901278
339	0.1022904033
340	0.1022898234
341	0.102288988
342	0.1022881614
343	0.1022873216
344	0.1022865928
345	0.102286224
346	0.1022852552
347	0.1022847108
348	0.1022841532
349	0.1022841532
350	0.102284202
351	0.1022838088
352	0.1022804804
353	0.1022803049
354	0.1022805604
355	0.1022803804
356	0.1022829156
357	0.1022827912
358	0.1022832022
359	0.1022790539
360	0.1022788139
361	0.1022776585
362	0.1022775964
363	0.102277172
364	0.102277212
365	0.1022764965
366	0.1022763032
367	0.1022764432
368	0.1022778786
369	0.1022765854
370	0.1022765654
371	0.1022772942
372	0.1022798915
373	0.102279596
374	0.1022777807
375	0.1022779096
376	0.1022781252
377	0.1022759122
378	0.1022763455
379	0.102275059
380	0.1022761478
381	0.1022754945
382	0.1022704398
383	0.1022732282
384	0.1022730727
385	0.1022723661
386	0.1022703286
387	0.102270513
388	0.1022705975
389	0.1022699687
390	0.102270162
391	0.1022697198
392	0.1022695376
393	0.1022693599
394	0.1022679668
395	0.1022684222
396	0.1022678534
397	0.1022690488
398	0.1022680067
399	0.1022686399
400	0.1022640228
401	0.1022631585
402	0.1022635651
403	0.1022632895
404	0.1022629163
405	0.1022613744
406	0.1022629208
407	0.102262643
408	0.1022625808
409	0.1022624119
410	0.1022619364
411	0.1022612143
412	0.1022590058
413	0.1022589281
414	0.1022584504
415	0.1022593502
416	0.1022570817
417	0.1022569417
418	0.1022569039
419	0.1022565973
420	0.1022565928
421	0.1022566395
422	0.1022563773
423	0.1022551486
424	0.1022555574
425	0.1022556641
426	0.1022556396
427	0.1022543421
428	0.102254171
429	0.1022536355
430	0.1022530956
431	0.102256824
432	0.1022561974
433	0.1022555996
434	0.1022516447
435	0.1022514803
436	0.1022552531
437	0.1022549309
438	0.102254511
439	0.1022531712
440	0.1022525157
441	0.1022511893
442	0.102251147
443	0.102250936
444	0.1022508205
445	0.1022505894
446	0.1022493829
447	0.1022495362
448	0.1022501184
449	0.1022498384
450	0.1022495718
451	0.1022490741
452	0.102248292
453	0.1022482676
454	0.102248472
455	0.1022484986
456	0.1022483364
457	0.102248072
458	0.1022475809
459	0.102247161
460	0.1022469899
461	0.1022465211
462	0.1022442638
463	0.102244066
464	0.1022462545
465	0.1022423729
466	0.1022423729
467	0.1022423729
468	0.1022422973
469	0.1022420507
470	0.1022421174
471	0.1022419996
472	0.1022420574
473	0.1022420218
474	0.1022419952
475	0.1022418863
476	0.1022419107
477	0.1022421262
478	0.1022421307
479	0.1022420085
480	0.1022418618
481	0.102242024
482	0.1022420685
483	0.1022420507
484	0.1022418352
485	0.1022418641
486	0.1022417952
487	0.1022417885
488	0.102241753
489	0.102241373
490	0.102241373
491	0.1022415152
492	0.1022416619
493	0.1022415419
494	0.1022415197
495	0.1022416352
496	0.1022413952
497	0.1022415308
498	0.1022415197
499	0.102241162
500	0.102241162
501	0.1022411753
502	0.102241042
503	0.1022406509
504	0.1022408553
505	0.1022408687
506	0.1022408709
507	0.1022407265
508	0.1022408798
509	0.1022407731
510	0.1022405976
511	0.1022406331
512	0.1022408065
513	0.1022404665
514	0.1022404665
515	0.1022407909
516	0.102240622
517	0.1022406354
518	0.1022405354
519	0.1022404221
520	0.1022403021
521	0.1022404132
522	0.1022403488
523	0.1022404732
524	0.1022403976
525	0.1022404065
526	0.1022404265
527	0.1022406309
528	0.1022402688
529	0.1022394756
530	0.1022398644
531	0.1022391712
532	0.1022394134
533	0.1022394556
534	0.1022387957
535	0.1022384779
536	0.1022384779
537	0.102238198
538	0.1022381913
539	0.1022381691
540	0.1022381691
541	0.102238158
542	0.1022377136
543	0.1022377092
544	0.1022377092
545	0.1022377336
546	0.1022378091
547	0.1022378203
548	0.1022386646
549	0.1022380314
550	0.1022377137
551	0.1022364472
552	0.1022362872
553	0.1022358406
554	0.1022352074
555	0.1022351963
556	0.1022351896
557	0.1022350963
558	0.1022346719
559	0.102233001
560	0.1022327966
561	0.1022326478
562	0.1022323634
563	0.1022325034
564	0.1022323433
565	0.1022322589
566	0.1022319634
567	0.1022315146
568	0.1022311169
569	0.1022313524
570	0.102230668
571	0.1022305859
572	0.1022305392
573	0.1022300815
574	0.102229546
575	0.1022294505
576	0.1022292283
577	0.1022288217
578	0.1022289083
579	0.1022288617
580	0.102228855
581	0.1022283129
582	0.1022276419
583	0.102227533
584	0.1022268242
585	0.1022270731
586	0.1022266287
587	0.1022268664
588	0.1022266576
589	0.1022254778
590	0.1022250823
591	0.1022249623
592	0.102224789
593	0.1022252356
594	0.1022244312
595	0.1022244668
596	0.1022244579
597	0.102224509
598	0.1022234514
599	0.1022228426
600	0.1022228715
601	0.1022235314
602	0.1022223938
603	0.1022215829
604	0.1022215829
605	0.1022215829
606	0.1022215829
607	0.1022215829
608	0.1022232337
609	0.1022231604
610	0.1022233626
611	0.1022233293
612	0.102223347
613	0.1022231115
614	0.1022229249
615	0.1022229405
616	0.1022229538
617	0.102221894
618	0.1022221495
619	0.1022219162
620	0.102221774
621	0.1022216184
622	0.1022214651
623	0.1022218228
624	0.1022210341
625	0.1022212429
626	0.102221534
627	0.102221734
628	0.102222065
629	0.1022212696
630	0.102220272
631	0.1022199165
632	0.1022196721
633	0.102219912
634	0.1022191322
635	0.1022185922
636	0.1022185478
637	0.1022178213
638	0.1022182367
639	0.1022182834
640	0.1022178546
641	0.1022175169
642	0.1022179479
643	0.1022182123
644	0.1022179768
645	0.1022177701
646	0.1022174457
647	0.1022168347
648	0.1022181612
649	0.1022176657
650	0.1022175991
651	0.1022168592
652	0.1022169614
653	0.1022165614
654	0.1022161659
655	0.1022151283
656	0.1022152594
657	0.1022151194
658	0.102214204
659	0.1022132175
660	0.1022138819
661	0.1022126132
662	0.1022122577
663	0.1022119822
664	0.1022118622
665	0.1022116644
666	0.10221132
667	0.1022117089
668	0.1022108735
669	0.1022106801
670	0.1022112067
671	0.1022110045
672	0.1022110601
673	0.1022110623
674	0.1022106846
675	0.1022094025
676	0.1022095559
677	0.1022099336
678	0.1022104224
679	0.1022102647
680	0.1022102602
681	0.102207794
682	0.102208996
683	0.1022089226
684	0.1022080983
685	0.1022080228
686	0.1022081183
687	0.1022081739
688	0.1022077362
689	0.1022077273
690	0.1022076562
691	0.1022075828
692	0.1022073984
693	0.1022068963
694	0.1022075251
695	0.1022067385
696	0.102206803
697	0.1022064586
698	0.1022066119
699	0.1022066585
700	0.1022063853
701	0.1022060186
702	0.1022059276
703	0.1022057565
704	0.1022053899
705	0.1022049943
706	0.1022038478
707	0.1022036679
708	0.1022028036
709	0.1022028658
710	0.1022028591
711	0.1022025614
712	0.1022025614
713	0.1022022459
714	0.1022023703
715	0.1022021903
716	0.1022023947
717	0.1022024569
718	0.1022019815
719	0.102202057
720	0.1022020548
721	0.1022017437
722	0.1022015015
723	0.1022014904
724	0.1022013904
725	0.1022013793
726	0.1022014038
727	0.1022013127
728	0.102201306
729	0.1022014238
730	0.1022012927
731	0.1022010705
732	0.1022012905
733	0.1022010261
734	0.1022010105
735	0.1022004839
736	0.1022006306
737	0.1022000795
738	0.1021999728
739	0.1022002084
740	0.1021989642
741	0.1021987531
742	0.1021982865
743	0.1021977932
744	0.1021978577
745	0.1021975688
746	0.1021974355
747	0.1021967601
748	0.1021967334
749	0.1021967623
750	0.1021967623
751	0.1021967623
752	0.1021967623
753	0.1021967623
754	0.1021967623
755	0.1021967623
756	0.1021967312
757	0.1021967667
758	0.1021967778
759	0.1021967756
760	0.1021967667
761	0.1021967734
762	0.1021967623
763	0.1021967267
764	0.1021967823
765	0.1021967467
766	0.1021967778
767	0.1021967778
768	0.1021967778
769	0.1021968467
770	0.1021968578
771	0.1021966912
772	0.1021967223
773	0.1021966556
774	0.1021966334
775	0.1021966356
776	0.1021963068
777	0.1021962646
778	0.1021963112
779	0.1021963112
780	0.1021963135
781	0.1021963268
782	0.1021964112
783	0.102196369
784	0.1021961713
785	0.1021961713
786	0.1021962268
787	0.1021962001
788	0.1021962001
789	0.1021961957
790	0.1021961757
791	0.1021962579
792	0.1021960468
793	0.1021959002
794	0.1021958624
795	0.1021958291
796	0.1021949781
797	0.1021949848
798	0.1021949981
799	0.1021949914
800	0.1021949848
801	0.1021949626
802	0.1021949359
803	0.1021949426
804	0.102194927
805	0.1021949181
806	0.1021949514
807	0.1021949514
808	0.1021948826
809	0.1021948826
810	0.1021950025
811	0.1021950337
812	0.1021950003
813	0.1021950025
814	0.102194987
815	0.1021949403
816	0.1021949159
817	0.1021947315
818	0.1021942716
819	0.1021942338
820	0.1021946404
821	0.1021947404
822	0.1021934294
823	0.1021933561
824	0.1021933783
825	0.1021933161
826	0.1021933161
827	0.1021933161
828	0.1021933161
829	0.1021933161
830	0.1021933161
831	0.1021933161
832	0.1021933161
833	0.1021931095
834	0.1021931139
835	0.1021931406
836	0.1021931917
837	0.1021930895
838	0.1021930495
839	0.1021930495
840	0.1021931583
841	0.1021931183
842	0.1021930961
843	0.1021930739
844	0.1021931583
845	0.102193045
846	0.1021929028
847	0.1021929406
848	0.1021929428
849	0.102192945
850	0.102192945
851	0.1021929095
852	0.1021928362
853	0.1021929273
854	0.102193625
855	0.102193705
856	0.1021936228
857	0.1021928562
858	0.1021929896
859	0.1021933406
860	0.1021932762
861	0.1021931495
862	0.1021930384
863	0.102193014
864	0.1021922208
865	0.1021920853
866	0.1021911432
867	0.1021911721
868	0.1021920697
869	0.1021917986
870	0.1021916898
871	0.1021914609
872	0.1021912743
873	0.1021904033
874	0.1021909143
875	0.1021907121
876	0.1021906588
877	0.1021906077
878	0.1021903966
879	0.1021901389
880	0.1021896767
881	0.1021895856
882	0.1021892746
883	0.1021897923
884	0.1021894301
885	0.1021903722
886	0.1021901944
887	0.1021899656
888	0.1021899656
889	0.1021900656
890	0.1021897967
891	0.1021898812
892	0.1021894879
893	0.1021893012
894	0.1021892235
895	0.1021889969
896	0.1021891768
897	0.1021893035
898	0.1021891657
899	0.1021890791
900	0.1021891302
901	0.1021889324
902	0.1021885636
903	0.102189459
904	0.1021883903
905	0.1021893368
906	0.1021889569
907	0.102189068
908	0.1021880926
909	0.1021888613
910	0.1021884947
911	0.1021877837
912	0.1021874926
913	0.1021881925
914	0.1021882659
915	0.1021878059
916	0.1021878348
917	0.1021874482
918	0.1021873904
919	0.102187326
920	0.1021873149
921	0.1021873038
922	0.1021868372
923	0.1021866883
924	0.102186695
925	0.1021866439
926	0.1021866239
927	0.1021865661
928	0.1021862506
929	0.1021860218
930	0.1021860018
931	0.1021859462
932	0.1021859573
933	0.1021859596
934	0.1021859218
935	0.1021859218
936	0.1021859596
937	0.1021858396
938	0.1021853485
939	0.1021853463
940	0.1021859173
941	0.1021858285
942	0.1021857551
943	0.1021852175
944	0.1021851552
945	0.1021854196
946	0.102185373
947	0.1021852352
948	0.1021852708
949	0.1021855974
950	0.102185193
951	0.102184682
952	0.1021847353
953	0.1021847886
954	0.1021847842
955	0.1021848508
956	0.1021840998
957	0.1021840332
958	0.1021840354
959	0.1021837332
960	0.1021839687
961	0.1021838021
962	0.1021834733
963	0.1021835088
964	0.1021836488
965	0.10218286
966	0.1021830956
967	0.1021830956
968	0.1021831978
969	0.1021831844
970	0.1021831955
971	0.1021830667
972	0.10218308
973	0.1021838843
974	0.1021830111
975	0.1021827556
976	0.1021834444
977	0.1021821158
978	0.1021826467
979	0.1021826356
980	0.1021825512
981	0.102182038
982	0.1021816625
983	0.102182449
984	0.1021813248
985	0.1021814181
986	0.1021802271
987	0.1021801315
988	0.1021800982
989	0.1021800671
990	0.1021801782
991	0.1021801293
992	0.1021801204
993	0.1021800982
994	0.1021801693
995	0.1021798271
996	0.102179796
997	0.1021798116
998	0.1021805315
999	0.1021815091
